"Agency","Award Date","Vendor","Contract","Contract-ID","Subject","Current Contract Value","Status","Completion Date","Procurement Method","Category","NGIP Codes and Categories","Vendor ID"
"Department of Public Safety","2021-02-24","CIMA SOLUTIONS GROUP LTD","0000000000000000000001399","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001399' target='_blank'>0000000000000000000001399</a>","IBM Passport Advantage FY21","$5,450,079","Completed","08/31/2024","Competitive","Information","920-45 Information Technology","""12024469202000"""
"Department of Public Safety","2021-02-24","WCR CONSTRUCTION, LLC","0000000000000000000001400","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001400' target='_blank'>0000000000000000000001400</a>","Lampasas Roof Replacement","$49,700","Completed","08/31/2021","Competitive","Goods","910-66 Construction","""14629112310*00"""
"Department of Public Safety","2021-02-26","PRESIDIO NETWORKED SOLUTIONS GROUP LLC","0000000000000000000001315","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001315' target='_blank'>0000000000000000000001315</a>","Cisco UCS Replacement","$1,154,755","Completed","02/10/2024","Competitive","Information","920-37 Information Technology, 204-64 Information Technology, 939-21 Information Technology, 208-90 Information Technology","""17605152499014"""
"Department of Public Safety","2021-02-26","CITY OF MESQUITE","0000000000000000000001364","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001364' target='_blank'>0000000000000000000001364</a>","ICC with the City of Mesquite","$20,000","Active","02/26/2026","Non-Comp, Interagency","Other","905-3  Other Services","""17560006060000"""
"Department of Public Safety","2021-02-26","AVANTE SOLUTIONS INC","0000000000000000000001387","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001387' target='_blank'>0000000000000000000001387</a>","Cherwell Services Management","$2,098,503","Completed","08/31/2024","Competitive","Information","920-31 Information Technology, 920-45 Information Technology, 208-45 Information Technology","""13643142493000"""
"Department of Public Safety","2021-02-28","AMBIPAR HOLDING USA INC","0000000000000000000001362","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001362' target='_blank'>0000000000000000000001362</a>","Hazardous Waste Disposal","$360,000","Completed","08/31/2025","Competitive","Other","926-45 Other Services","""13719657150000"""
"Department of Public Safety","2021-02-28","MORPHO USA INC","0000000000000000000001396","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001396' target='_blank'>0000000000000000000001396</a>","ADLTS Maintenance and Support","$889,640","Completed","08/27/2022","Competitive","Management","958-82 Management Services","""12743888070014"""
"Department of Public Safety","2021-03-01","DATABASE PROJECTS GROUP LLC","0000000000000000000001252","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001252' target='_blank'>0000000000000000000001252</a>","CCH TCIC maintenance support","$7,622,400","Active","02/28/2026","Competitive","Information","920-45 Information Technology","""15223889591000"""
"Department of Public Safety","2021-03-01","ICAUGHT INCORPORATED","0000000000000000000001347","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001347' target='_blank'>0000000000000000000001347</a>","DLD Blanket Scanners","$200,000","Completed","02/28/2022","Competitive","Information","204-88 Information Technology","""17607151986000"""
"Department of Public Safety","2021-03-01","CNC TECHNOLOGIES LLC","0000000000000000000001390","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001390' target='_blank'>0000000000000000000001390</a>","Video Downlink Maintenance","$10,000,000","Active","02/28/2026","Competitive","Information","939-37 Information Technology","""13204854825001"""
"Department of Public Safety","2021-03-02","HUNTON RENTAL SOLUTIONS","0000000000000000000001562","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001562' target='_blank'>0000000000000000000001562</a>","HVAC Rental - Crime Lab","$131,035","Completed","04/15/2021","Non-Comp, Emergency","Goods","981-73 Rental or Lease, 981-65 Rental or Lease, 981-68 Rental or Lease, 981-16 Rental or Lease, 981-83 Rental or Lease, 981-30 Rental or Lease, 981-56 Rental or Lease, 981-82 Rental or Lease, 981-49 Rental or Lease, 981-52 Rental or Lease, 981-84 Rental or Lease, 981-61 Rental or Lease, 981-11 Rental or Lease, 981-14 Rental or Lease, 981-40 Rental or Lease, 981-43 Rental or Lease, 981-46 Rental or Lease, 981-69 Rental or Lease, 981-72 Rental or Lease, 981-54 Rental or Lease, 981-74 Rental or Lease, 981-66 Rental or Lease, 981-36 Rental or Lease, 981-24 Rental or Lease, 981-0  Rental or Lease, 981-32 Rental or Lease, 981-38 Rental or Lease, 981-39 Rental or Lease, 981-57 Rental or Lease, 981-12 Rental or Lease, 981-41 Rental or Lease, 981-47 Rental or Lease, 981-76 Rental or Lease, 981-20 Rental or Lease, 981-85 Rental or Lease","""17606416927*01"""
"Department of Public Safety","2021-03-03","MARRS PATRIOT CONSTRUCTION, LLC","0000000000000000000001405","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001405' target='_blank'>0000000000000000000001405</a>","S086052700 Wichita Falls Light","$22,400","Completed","08/31/2021","Competitive","Goods","988-54 Non-Construction Maintenance, 912-60 Construction, 912-32 Construction","""18250533181*00"""
"Department of Public Safety","2021-03-03","BULLCHASE","0000000000000000000001407","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001407' target='_blank'>0000000000000000000001407</a>","February Batteries (BSOC)","$51,498","Completed","06/01/2021","Competitive","Goods","287-12 Goods","""12637188348001"""
"Department of Public Safety","2021-03-04","NOBLE TEXAS BUILDERS LLC","0000000000000000000001409","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001409' target='_blank'>0000000000000000000001409</a>","S0860310000 Harlingen MultiTra","$92,209","Completed","08/31/2021","Competitive","Goods","910-52 Construction, 910-65 Construction","""14730359115001"""
"Department of Public Safety","2021-03-04","DAVACO LP","0000000000000000000001410","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001410' target='_blank'>0000000000000000000001410</a>","Crosbyton Parking Lot","$76,800","Completed","08/31/2021","Competitive","Goods","913-75 Construction","""18239706312000"""
"Department of Public Safety","2021-03-04","APPLIED CONCEPTS INC","0000000000000000000001413","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001413' target='_blank'>0000000000000000000001413</a>","DSR 2X Radar  Instant Remote","$156,000","Completed","08/31/2021","Competitive","Goods","680-77 Goods","""17515449258000"""
"Department of Public Safety","2021-03-05","WORLDWIDE ENTERPRISES INC","0000000000000000000001357","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001357' target='_blank'>0000000000000000000001357</a>","Borger Lawn Service","$52,090","Completed","08/31/2025","Competitive","Goods","988-36 Non-Construction Maintenance","""17525840124000"""
"Department of Public Safety","2021-03-08","PAVECON, LTD.","0000000000000000000001418","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001418' target='_blank'>0000000000000000000001418</a>","S0860614000 Victoria Prkg Lot","$73,845","Completed","05/31/2021","Competitive","Goods","913-75 Construction","""12001538730*00"""
"Department of Public Safety","2021-03-09","TEXAS CORRECTIONAL INDUSTRIES","0000000000000000000001417","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001417' target='_blank'>0000000000000000000001417</a>","TCI Workstations","$69,361","Completed","08/31/2021","Non-Comp, Non-Emergency","Goods","420-9  Goods, 420-15 Goods, 420-44 Goods, 420-40 Goods, 420-16 Goods, 420-48 Goods, 420-3  Goods, 420-61 Goods, 420-93 Goods, 420-13 Goods, 420-56 Goods, 420-88 Goods, 420-8  Goods, 420-11 Goods, 420-66 Goods, 420-96 Goods, 420-20 Goods, 420-52 Goods, 420-81 Goods, 420-25 Goods, 420-60 Goods, 420-92 Goods, 420-34 Goods, 420-63 Goods, 420-72 Goods, 420-14 Goods, 420-84 Goods, 420-4  Goods, 420-62 Goods, 420-12 Goods, 420-73 Goods, 420-28 Goods, 420-86 Goods, 420-18 Goods, 420-24 Goods, 420-0  Goods, 420-64 Goods, 420-65 Goods, 420-68 Goods, 420-30 Goods, 420-59 Goods, 420-74 Goods","""17460014313010"""
"Department of Public Safety","2021-03-09","GTS TECHNOLOGY SOLUTIONS INC","0000000000000000000001435","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001435' target='_blank'>0000000000000000000001435</a>","ITD UPS Blanket FY21","$200,000","Completed","03/31/2023","Competitive","Information","207-10 Information Technology","""17423397979039"""
"Department of Public Safety","2021-03-10","THERMO SCIENTIFIC PORTABLE ANALYTICAL INSTRUMENTS","0000000000000000000001421","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001421' target='_blank'>0000000000000000000001421</a>","TruNarc","$235,710","Completed","08/31/2021","Competitive","Goods","845-87 Goods","""10106500316000"""
"Department of Public Safety","2021-03-10","CDW GOVERNMENT INC","0000000000000000000001426","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001426' target='_blank'>0000000000000000000001426</a>","THP HQ Dragon Dictation","$75,300","Completed","08/31/2021","Competitive","Information","920-46 Information Technology","""13633107357002"""
"Department of Public Safety","2021-03-10","GTS TECHNOLOGY SOLUTIONS INC","0000000000000000000001427","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001427' target='_blank'>0000000000000000000001427</a>","InRowUPSMaint","$81,820","Completed","02/03/2022","Competitive","Information","939-21 Information Technology","""17423397979014"""
"Department of Public Safety","2021-03-10","1MICRO LLC","0000000000000000000001428","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001428' target='_blank'>0000000000000000000001428</a>","Key Management System","$67,032","Active","03/11/2026","Competitive","Information","425-50 Goods, 920-45 Information Technology","""13000018609000"""
"Department of Public Safety","2021-03-10","RESTORATION SPECIALISTS LLC","0000000000000000000001484","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001484' target='_blank'>0000000000000000000001484</a>","Waiver Station Storm Damage","$73,456","Completed","08/31/2021","Non-Comp, Emergency","Management","909-25 Construction, 909-31 Construction, 910-4  Non-Construction Maintenance, 910-10 Construction, 910-39 Non-Construction Maintenance, 910-42 Construction, 910-71 Construction, 909-75 Construction, 909-84 Construction, 910-18 Construction, 910-70 Non-Construction Maintenance, 910-79 Construction, 909-24 Construction, 910-37 Construction, 910-72 Construction, 910-75 Construction, 909-27 Construction, 909-79 Goods, 910-8  Construction, 910-11 Non-Construction Maintenance, 910-46 Non-Construction Maintenance, 910-66 Construction, 909-30 Construction, 910-25 Construction, 909-61 Construction, 909-64 Construction, 910-3  Non-Construction Maintenance, 910-9  Construction, 909-23 Construction, 910-73 Construction, 910-76 Construction, 909-37 Construction, 909-66 Construction, 910-30 Construction, 910-53 Construction, 910-56 Construction, 910-85 Construction, 909-67 Construction, 910-20 Construction, 910-26 Construction, 910-52 Construction, 909-28 Construction, 909-54 Construction, 909-57 Construction, 910-36 Construction, 910-62 Security/Safety Services, 910-65 Construction, 910-68 Construction, 909-10 Construction, 909-33 Management Services, 909-68 Construction, 910-63 Construction, 910-86 Construction, 909-0  Construction, 909-26 Construction, 909-29 Construction, 910-6  Construction, 910-38 Construction, 910-61 Construction, 910-67 Security/Safety Services, 909-22 Construction, 909-60 Construction, 910-7  Construction, 909-34 Construction, 909-63 Construction, 910-1  Construction, 910-24 Construction, 910-27 Non-Construction Maintenance, 910-82 Construction, 909-74 Construction, 910-16 Consulting Services, 910-74 Construction, 910-23 Construction, 910-78 Construction, 910-81 Non-Construction Maintenance, 910-84 Construction, 909-17 Construction, 910-12 Non-Construction Maintenance, 910-15 Construction, 910-47 Non-Construction Maintenance, 909-21 Construction, 910-14 Construction, 910-40 Construction, 910-69 Construction, 909-16 Construction, 909-48 Goods, 909-77 Construction, 910-22 Construction, 910-48 Construction, 910-51 Construction, 910-54 Construction, 910-83 Non-Construction Maintenance, 909-62 Construction, 910-2  Non-Construction Maintenance, 910-5  Construction, 910-60 Construction, 909-45 Construction, 909-80 Construction, 910-13 Construction, 910-45 Construction, 910-77 Construction, 910-80 Construction, 909-76 Construction, 910-17 Construction, 910-49 Construction, 910-55 Construction, 909-11 Construction, 910-59 Non-Construction Maintenance, 909-3  Management Services, 910-0  Construction, 910-64 Construction","""12012292863001"""
"Department of Public Safety","2021-03-10","DAIKIN APPLIED","0000000000000000000001485","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000001485' target='_blank'>0000000000000000000001485</a>","Garland Crime Lab Chillers","$63,479","Completed","08/31/2021","Non-Comp, Emergency","Consulting","910-37 Construction, 910-72 Construction, 910-75 Construction, 910-4  Non-Construction Maintenance, 910-10 Construction, 910-39 Non-Construction Maintenance, 910-42 Construction, 910-71 Construction, 910-3  Non-Construction Maintenance, 910-9  Construction, 910-8  Construction, 910-11 Non-Construction Maintenance, 910-46 Non-Construction Maintenance, 910-66 Construction, 910-73 Construction, 910-76 Construction, 910-25 Construction, 910-18 Construction, 910-70 Non-Construction Maintenance, 910-79 Construction, 910-63 Construction, 910-86 Construction, 910-36 Construction, 910-62 Security/Safety Services, 910-65 Construction, 910-68 Construction, 910-20 Construction, 910-26 Construction, 910-52 Construction, 910-30 Construction, 910-53 Construction, 910-56 Construction, 910-85 Construction, 910-6  Construction, 910-38 Construction, 910-61 Construction, 910-67 Security/Safety Services, 910-7  Construction, 910-16 Consulting Services, 910-74 Construction, 910-1  Construction, 910-24 Construction, 910-27 Non-Construction Maintenance, 910-82 Construction, 910-23 Construction, 910-78 Construction, 910-81 Non-Construction Maintenance, 910-84 Construction, 910-12 Non-Construction Maintenance, 910-15 Construction, 910-47 Non-Construction Maintenance, 910-14 Construction, 910-40 Construction, 910-69 Construction, 910-2  Non-Construction Maintenance, 910-5  Construction, 910-60 Construction, 910-13 Construction, 910-45 Construction, 910-77 Construction, 910-80 Construction, 910-22 Construction, 910-48 Construction, 910-51 Construction, 910-54 Construction, 910-83 Non-Construction Maintenance, 910-59 Non-Construction Maintenance, 910-0  Construction, 910-64 Construction, 910-17 Construction, 910-49 Construction, 910-55 Construction","""14104042305004"""
